song,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,genre
"Work Song - Mono, 2017 Remastered Version",Nina Simone,0.919,0.568,127013,0.3229999999999999,0.0,2,0.122,-11.254,0,0.166,127.913,3,0.589,22,jazz
A Gozar la Vida,Orquesta Akokán,0.867,0.603,217773,0.636,0.000236,5,0.391,-6.1610000000000005,1,0.0772,127.533,4,0.608,18,jazz
Un Tabaco para Elegua,Orquesta Akokán,0.893,0.562,335853,0.596,1.98e-5,9,0.12,-4.948,0,0.0361,127.811,4,0.546,29,jazz
Yo Soy para Tí,Orquesta Akokán,0.84,0.589,314240,0.574,5.17e-5,0,0.193,-5.658,1,0.0399,138.593,4,0.8490000000000001,20,jazz
Alignement planétaire,Ours Samplus,0.00126,0.425,156522,0.497,0.451,11,0.474,-8.8,0,0.0467,183.976,4,0.207,28,jazz
Chiosfruits,Ozoyo,0.411,0.61,161333,0.441,0.884,10,0.1159999999999999,-10.495,1,0.0371,180.401,4,0.753,32,jazz
Sleepy,Ozoyo,0.0223,0.79,78000,0.275,0.963,1,0.107,-9.191,1,0.0702,172.185,4,0.7440000000000001,28,jazz
The Silence of Your Heart,Paolo Fresu,0.984,0.439,261415,0.0554,0.00382,3,0.111,-15.183,1,0.0349,101.015,4,0.178,60,jazz
Je te vois partout (Taggy Matcher Dub Remix),Paris Combo,0.129,0.79,254171,0.644,0.072,9,0.128,-5.21,0,0.0318,98.016,4,0.845,0,jazz
Living Room (Patchworks Remix),Paris Combo,0.158,0.813,291247,0.639,0.0,6,0.162,-6.158,1,0.157,103.994,4,0.885,0,jazz
Quest for Love,Potatohead People,0.033,0.718,219191,0.4639999999999999,0.0512,8,0.103,-5.765,0,0.0377,86.484,4,0.514,17,jazz
I Can Feel Your Love (ASOT 890) - James Cottle Remix,Quadraphonic,4.02e-5,0.462,286650,0.833,0.3829999999999999,11,0.528,-11.651,0,0.0472,133.989,4,0.0419,6,jazz
I Can Feel Your Love (ASOT 891) - James Cottle Remix,Quadraphonic,5.58e-5,0.497,306400,0.963,0.385,4,0.2769999999999999,-7.247000000000001,0,0.0504,137.961,4,0.1119999999999999,6,jazz
E Ye Ye,Quantic,0.375,0.703,220997,0.67,0.178,0,0.163,-12.656,1,0.128,103.005,4,0.721,0,jazz
Get My Own,Quentin Jackson,0.126,0.645,225116,0.531,8.36e-5,8,0.3279999999999999,-10.267,1,0.2019999999999999,160.106,4,0.555,0,jazz
Black Lingerie,Quincy,0.364,0.622,170638,0.521,0.0,5,0.0989,-7.059,0,0.0446,105.852,4,0.409,37,jazz
My Ex,Ray Anderson,0.104,0.612,153678,0.684,0.0,6,0.1159999999999999,-5.751,0,0.156,140.075,4,0.674,0,jazz
True North,Rebekka Bakken,0.8909999999999999,0.7,253453,0.204,0.000663,0,0.1,-11.93,1,0.0378,131.797,4,0.48,48,jazz
If You Want To Know - Natureboy Flako Remix,Reginald Omas Mamode IV,0.138,0.836,210283,0.747,0.0361,6,0.119,-6.513999999999999,1,0.23,167.99900000000002,4,0.964,15,jazz
Elephant Dust,Renee Rosnes,0.283,0.437,445910,0.7090000000000001,0.0793,6,0.092,-8.738,0,0.0401,127.204,4,0.525,13,jazz
Day To Day - KAYTRANADA Remix,Robert Glasper Experiment,0.154,0.79,273255,0.763,0.00027,11,0.2289999999999999,-7.353,0,0.27,114.982,4,0.747,30,jazz
Name Drop Interlude - Robert Glasper x KAYTRANADA,Robert Glasper Experiment,0.55,0.8240000000000001,99081,0.475,0.0685,1,0.0962,-7.098,1,0.168,87.04700000000001,4,0.396,29,jazz
Thinkin Bout You - KAYTRANADA Remix,Robert Glasper Experiment,0.1369999999999999,0.609,264087,0.484,0.00902,9,0.148,-8.044,0,0.2,174.929,4,0.478,40,jazz
Written In Stone - KAYTRANADA Remix,Robert Glasper Experiment,0.0639,0.472,182452,0.503,0.721,1,0.14,-10.358,1,0.0828,153.546,4,0.182,34,jazz
Green,Robohands,0.155,0.5579999999999999,228589,0.434,0.64,4,0.1369999999999999,-14.162,0,0.0297,97.476,4,0.166,38,jazz
Sweetness,Roger Kellaway,0.917,0.337,419853,0.162,0.5760000000000001,8,0.152,-18.071,1,0.0345,82.256,3,0.0887,56,jazz
Walls - Naked Edition,Ruben,0.726,0.599,179098,0.456,0.0,7,0.213,-7.611000000000001,1,0.0382,90.053,4,0.439,66,jazz
El Tiempo Será Testigo,Rubén Blades,0.456,0.8,274144,0.667,0.000118,2,0.0531,-7.516,0,0.0371,90.031,4,0.759,29,jazz
Misty - Recorded at Spotify Studios NYC,Sam Barsh,0.317,0.581,98773,0.465,0.94,10,0.29,-9.416,1,0.0306,170.34900000000002,4,0.623,62,jazz
East LA Haze Dream,Sam Gendel,0.988,0.2019999999999999,300516,0.455,0.871,5,0.698,-19.191,0,0.426,179.605,3,0.145,13,jazz
Bésame Mucho (Live),Scott Hamilton,0.872,0.597,513502,0.471,0.7070000000000001,2,0.6859999999999999,-8.24,0,0.038,123.177,4,0.575,60,jazz
Shut It Up,Sirintip,0.076,0.696,189117,0.469,0.0,10,0.127,-8.327,0,0.0679,89.509,4,0.528,27,jazz
You Know It,Sirintip,0.34,0.664,224725,0.528,0.000241,11,0.0479,-8.46,0,0.0329,109.982,4,0.265,14,jazz
Let Me Ride - Stro Elliot Remix,Sly5thAve,0.0112,0.705,264280,0.43,0.00851,1,0.325,-3.701,1,0.0349,86.963,4,0.4029999999999999,27,jazz
The Edge (feat. Quantic) [Swarvy Remix],Sly5thAve,0.142,0.637,210517,0.469,0.47,1,0.133,-7.727,1,0.0283,94.05,4,0.0693,36,jazz
De Que Callada Manera,Sonora Ponceña,0.24,0.55,289411,0.593,0.000566,2,0.0555,-10.845999999999998,1,0.0392,175.045,4,0.506,41,jazz
Pensandolo Bien,Sonora Ponceña,0.6709999999999999,0.638,221658,0.617,0.00366,0,0.346,-9.813,1,0.0632,183.521,4,0.773,26,jazz
"If It Ain't Funky Back It Up, Pt. 1",Soopasoul,0.0283,0.8140000000000001,153387,0.682,0.000789,5,0.159,-6.89,0,0.0559,123.722,4,0.914,44,jazz
Kings March,Soulive,7.979999999999999e-5,0.674,233947,0.892,0.858,1,0.0838,-9.798,1,0.0314,95.429,4,0.78,33,jazz
Loveline - Jesse Fischer Remix,Space Captain,0.514,0.733,251982,0.664,0.00182,3,0.1159999999999999,-6.781000000000001,1,0.0506,93.974,4,0.3289999999999999,30,jazz
Boogaloo Shoes,Spanglish Fly,0.545,0.596,225420,0.696,0.000457,7,0.486,-5.939,0,0.0347,164.11700000000002,4,0.962,30,jazz
Ojalá-Inshallah,Spanglish Fly,0.601,0.792,236467,0.603,0.108,0,0.0775,-7.258999999999999,0,0.035,132.071,4,0.578,19,jazz
Les flots du Danube,Stephane Wrembel,0.847,0.6679999999999999,431875,0.278,0.4579999999999999,9,0.0557,-20.142,1,0.0487,111.078,4,0.405,18,jazz
Days of Happiness,Sun Ra,0.259,0.39,447713,0.3939999999999999,0.858,0,0.382,-15.198,1,0.0358,82.40100000000001,4,0.186,19,jazz
Unmask The Batman,Sun Ra,0.887,0.59,366480,0.609,9.8e-5,7,0.0994,-7.642,0,0.0389,80.561,4,0.644,19,jazz
Terracotta,Tangents,0.315,0.435,473035,0.867,0.8740000000000001,11,0.12,-13.032,0,0.0534,149.735,4,0.354,13,jazz
Choices - Live,Terence Blanchard,0.259,0.397,1030531,0.35,0.8,5,0.944,-11.626,1,0.0461,126.66,4,0.0765,8,jazz
Dear Jimi - Live,Terence Blanchard,0.6,0.436,285199,0.6509999999999999,0.83,5,0.6920000000000001,-8.213,0,0.0357,131.905,4,0.305,11,jazz
Hannibal - Live,Terence Blanchard,0.429,0.417,660233,0.46,0.593,10,0.381,-10.441,0,0.0593,78.632,4,0.124,14,jazz
Kaos - Live,Terence Blanchard,0.618,0.429,727460,0.693,0.887,1,0.722,-7.412000000000001,1,0.0494,97.709,4,0.206,13,jazz
Breakthrough,The Expansions,0.499,0.565,477250,0.544,0.889,7,0.0934,-12.943,0,0.0547,96.346,4,0.424,28,jazz
Cannonball,The Expansions,0.545,0.503,415750,0.413,0.836,0,0.0928,-15.39,0,0.0468,156.89,4,0.546,31,jazz
First of the Month,The Fuquan,0.1639999999999999,0.75,63975,0.472,0.0,4,0.344,-12.385,0,0.324,120.071,4,0.64,60,jazz
Shake Ya Boogie - Galactic Vocal Version,The Manhattan Transfer,0.146,0.795,263760,0.86,0.0,6,0.1,-5.399,1,0.355,116.081,4,0.473,18,jazz
Sometimes I Do,The Manhattan Transfer,0.6859999999999999,0.703,294533,0.4639999999999999,7.22e-6,1,0.1989999999999999,-9.917,1,0.0305,123.998,4,0.466,23,jazz
Quantum Path,The Messthetics,0.0178,0.15,310502,0.967,0.831,2,0.153,-7.276,1,0.0579,161.287,4,0.421,22,jazz
Chicago Girl,The New Mastersounds,0.3389999999999999,0.809,257200,0.778,0.8,7,0.0766,-8.146,1,0.0467,97.431,4,0.88,32,jazz
Green Was Beautiful,The New Mastersounds,0.564,0.3989999999999999,268280,0.7859999999999999,0.861,5,0.118,-8.059,0,0.0377,146.359,4,0.81,24,jazz
Pudding & Pie,The New Mastersounds,0.46,0.784,262093,0.6990000000000001,0.936,7,0.083,-8.786,1,0.0279,113.998,4,0.936,36,jazz
Tantalus,The New Mastersounds,0.198,0.517,231920,0.931,0.901,2,0.103,-8.524,0,0.0369,122.237,4,0.58,32,jazz
Yokacoka,The New Mastersounds,0.536,0.7340000000000001,444000,0.853,0.883,7,0.0899,-8.777999999999999,0,0.0317,123.047,4,0.963,35,jazz
Verb,The Riberaz,0.00301,0.6779999999999999,273750,0.718,0.675,11,0.0658,-3.999,0,0.0934,128.005,4,0.3229999999999999,0,jazz
Joy Ride (feat. Mr. Lif and Sitali),Thievery Corporation,0.303,0.606,219279,0.5870000000000001,0.0,11,0.0718,-8.113,1,0.3389999999999999,84.667,4,0.6990000000000001,41,jazz
La Force de Melodie (LouLou Ghelichkhani),Thievery Corporation,0.0472,0.7,247850,0.555,0.109,11,0.0876,-9.389,0,0.267,169.49200000000002,4,0.865,45,jazz
Road Block (feat. Racquel Jones) - Thievery Remix,Thievery Corporation,0.0264,0.7759999999999999,250622,0.755,0.1639999999999999,8,0.357,-7.855,0,0.0824,147.996,4,0.973,39,jazz
San San Rock,Thievery Corporation,0.4589999999999999,0.855,245358,0.541,0.942,5,0.267,-9.579,0,0.0783,153.993,4,0.962,52,jazz
Camina Camaron,Tito Puente,0.7909999999999999,0.741,175961,0.588,0.000106,0,0.0797,-7.717,1,0.102,141.774,4,0.955,10,jazz
Guajeo en Dominante,Tito Puente,0.7290000000000001,0.6409999999999999,168484,0.907,0.2189999999999999,0,0.0895,-6.497999999999999,1,0.0545,101.762,4,0.857,8,jazz
La Guira,Tito Puente,0.715,0.7909999999999999,195837,0.5429999999999999,0.0,10,0.114,-8.501,1,0.035,122.104,4,0.816,9,jazz
Picao y Tostao,Tito Puente,0.758,0.7709999999999999,168670,0.737,0.00233,7,0.144,-6.109,0,0.0752,138.219,4,0.812,5,jazz
Fascinating Rhythm,Tony Bennett,0.835,0.615,161373,0.477,1.91e-6,7,0.0669,-9.554,0,0.0803,91.549,4,0.4539999999999999,51,jazz
Love Is Here To Stay,Tony Bennett,0.87,0.608,266053,0.187,0.0,7,0.145,-10.880999999999998,0,0.0393,67.768,4,0.284,48,jazz
Santa Claus Is Comin' To Town - Recorded At Spotify Studios NYC,Tony Bennett,0.7490000000000001,0.522,166853,0.401,0.0,8,0.0993,-10.963,1,0.0316,110.772,4,0.4679999999999999,30,jazz
They Can’t Take That Away From Me,Tony Bennett,0.937,0.6679999999999999,203520,0.148,1.52e-5,11,0.0878,-12.412,1,0.0382,99.53,4,0.147,55,jazz
Snow Day,"Tony Craddock, Jr.",0.556,0.6709999999999999,238760,0.7929999999999999,0.684,5,0.126,-6.792000000000001,1,0.0299,100.006,4,0.6459999999999999,40,jazz
Ciaccona per Embrik,Trygve Seim,0.974,0.302,360413,0.0166,0.0714,7,0.0737,-23.504,1,0.0475,69.904,3,0.235,59,jazz
Bank Teller,Velvet Frog,0.374,0.662,90241,0.879,0.0,10,0.517,-9.78,0,0.0999,123.156,4,0.695,0,jazz
Fort,Velvet Frog,0.000572,0.609,110305,0.857,0.747,8,0.188,-9.464,0,0.057,122.926,3,0.545,0,jazz
Funeral,Velvet Frog,0.0169,0.445,93691,0.493,0.625,1,0.185,-10.363,1,0.0658,76.689,4,0.6759999999999999,0,jazz
Hog,Velvet Frog,0.000153,0.552,113210,0.644,0.867,0,0.139,-9.659,1,0.0396,123.038,4,0.361,0,jazz
Tonight Alive,Velvet Frog,0.0003689999999999,0.6509999999999999,86882,0.7170000000000001,0.6779999999999999,6,0.351,-9.187,1,0.0481,122.956,4,0.606,0,jazz
Personal Touch,Vincent Ingala,0.447,0.652,224627,0.7959999999999999,0.8759999999999999,8,0.079,-9.88,1,0.0349,90.01299999999999,4,0.7559999999999999,34,jazz
Backstory (Live),Wang Lu,0.952,0.255,442787,0.216,0.368,11,0.156,-15.567,0,0.0395,166.838,4,0.0696,2,jazz
Laws,Wassonx,0.491,0.593,31090,0.351,0.852,0,0.109,-12.443,1,0.0793,78.165,3,0.206,0,jazz
In His Eyes,Wayne Escoffery,0.8909999999999999,0.537,353253,0.358,0.934,1,0.0768,-9.741,1,0.0285,107.058,4,0.535,10,jazz
$$$,(G)I-DLE,0.102,0.748,211556,0.926,0.0,8,0.0664,-2.531,1,0.0825,151.115,4,0.882,58,k-pop
HANN (Alone),(G)I-DLE,0.059,0.7090000000000001,205820,0.718,0.0,6,0.1669999999999999,-3.315,0,0.0312,104.971,4,0.24,72,k-pop
LATATA,(G)I-DLE,0.00427,0.774,202773,0.792,1.15e-6,9,0.283,-4.019,0,0.2239999999999999,98.1,4,0.505,73,k-pop
달려! Relay,(G)I-DLE,0.0897,0.821,223347,0.674,0.0,5,0.0704,-3.053,0,0.0483,122.04,4,0.527,54,k-pop
Only You,ALi,0.416,0.62,190615,0.79,0.0,5,0.156,-3.552,0,0.0383,96.034,4,0.6729999999999999,6,k-pop
Lower - Instrumental,AMBER,0.00106,0.7959999999999999,206536,0.785,0.888,10,0.0936,-5.627999999999999,0,0.0467,123.032,4,0.123,22,k-pop
All Night,ASTRO,0.2339999999999999,0.573,223746,0.77,0.0,11,0.11,-4.622,0,0.186,150.065,4,0.5760000000000001,67,k-pop
Always You,ASTRO,0.159,0.609,223724,0.8859999999999999,0.0,2,0.322,-3.635,1,0.0738,149.977,4,0.602,61,k-pop
"HALA HALA (Hearts Awakened, Live Alive)",ATEEZ,0.0153,0.5720000000000001,202098,0.778,0.0,9,0.188,-4.178,0,0.1889999999999999,159.904,4,0.294,67,k-pop
Light,ATEEZ,0.267,0.69,218823,0.716,0.0,2,0.0996,-5.136,0,0.0873,78.023,4,0.728,56,k-pop
Pirate King,ATEEZ,0.0427,0.507,195990,0.946,3.54e-6,3,0.344,-3.845,0,0.124,173.00400000000002,4,0.494,66,k-pop
Promise,ATEEZ,0.00344,0.653,195782,0.82,0.0,6,0.072,-4.291,0,0.071,100.056,4,0.6629999999999999,62,k-pop
Treasure,ATEEZ,0.0827,0.657,220846,0.866,0.0,6,0.081,-3.464,0,0.0704,133.966,4,0.654,64,k-pop
Twilight,ATEEZ,0.102,0.718,224938,0.871,0.0,4,0.313,-4.503,1,0.0585,109.95,4,0.503,60,k-pop
Rewrite..If I Can,Ailee,0.809,0.34,250043,0.302,0.0,10,0.108,-5.755,1,0.0298,135.785,4,0.19,35,k-pop
Rewrite..If I Can (Piano Ver.),Ailee,0.994,0.5539999999999999,54409,0.0743,0.96,10,0.108,-18.885,1,0.0834,73.578,3,0.316,23,k-pop
Shine,Ailee,0.4539999999999999,0.2739999999999999,251667,0.34,2.96e-6,10,0.155,-6.614,1,0.0382,77.928,4,0.146,0,k-pop
Diamond 4 Ya,B.A.P,0.0686,0.718,209982,0.7959999999999999,0.0,11,0.206,-6.023,1,0.12,106.95,4,0.759,20,k-pop
Do What I Feel,B.A.P,0.0874,0.523,236249,0.944,0.0,9,0.38,-4.128,0,0.111,128.045,4,0.631,22,k-pop
Dystopia,B.A.P,0.00351,0.508,216657,0.923,0.0,7,0.311,-4.259,1,0.186,100.111,4,0.347,21,k-pop
Hands Up,B.A.P,0.0387,0.604,212510,0.855,0.0,7,0.5579999999999999,-3.0380000000000003,0,0.033,100.995,4,0.257,23,k-pop
Moondance,B.A.P,0.0938,0.653,210979,0.6809999999999999,0.0,0,0.336,-5.099,0,0.2689999999999999,160.017,4,0.423,24,k-pop
Rewind,B.A.P,0.109,0.423,212734,0.7,0.0,11,0.191,-4.306,0,0.104,111.939,4,0.5539999999999999,21,k-pop
Walk,B.A.P,0.113,0.605,235677,0.77,0.0,10,0.304,-4.987,1,0.0558,147.999,4,0.54,19,k-pop
BAE BAE - KR Ver. BIGBANG SPECIAL EVENT 2017,BIGBANG,0.00669,0.537,174587,0.8059999999999999,0.0,0,0.409,-4.857,1,0.0358,139.914,4,0.373,25,k-pop
BAE BAE - KR Ver. [BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE-],BIGBANG,0.052,0.479,119613,0.815,0.0,0,0.957,-4.843,1,0.0473,139.852,4,0.432,23,k-pop
FANTASTIC BABY - BIGBANG SPECIAL EVENT 2017,BIGBANG,0.0302,0.501,235573,0.938,0.0,9,0.856,-3.412,0,0.103,130.065,4,0.3879999999999999,27,k-pop
FEELING - [BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE-],BIGBANG,0.0638,0.4589999999999999,247120,0.954,0.0,11,0.974,-5.074,0,0.222,126.818,4,0.498,22,k-pop
FLOWER ROAD,BIGBANG,0.124,0.7090000000000001,228632,0.654,0.0,1,0.15,-4.765,0,0.0858,94.858,4,0.624,62,k-pop
GIRLFRIEND - KR Ver. [BIGBANG SPECIAL EVENT],BIGBANG,0.5870000000000001,0.545,254720,0.836,0.0,0,0.312,-4.338,0,0.118,84.711,4,0.372,23,k-pop
HANDS UP - BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE-,BIGBANG,0.0564,0.37,237840,0.943,0.0,9,0.778,-4.189,0,0.139,129.986,4,0.29,26,k-pop
HaruHaru - Japanese Version [BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE-],BIGBANG,0.452,0.535,219613,0.564,0.0,6,0.24,-5.996,1,0.0318,125.963,4,0.47,36,k-pop
IF YOU - BIGBANG SPECIAL EVENT 2017,BIGBANG,0.608,0.5579999999999999,264520,0.48,0.0,1,0.506,-7.632999999999999,1,0.0279999999999999,141.657,4,0.235,26,k-pop
LOSER - [BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE-],BIGBANG,0.296,0.286,243773,0.877,0.0,3,0.971,-4.048,1,0.13,90.197,4,0.372,26,k-pop
WE LIKE 2 PARTY - KR Ver. [BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE-],BIGBANG,0.19,0.408,219040,0.967,0.0,4,0.381,-3.638,1,0.203,89.13,4,0.492,26,k-pop
Forever Young,BLACKPINK,0.0426,0.6,237077,0.96,0.0,4,0.0882,-1.807,1,0.095,109.863,4,0.503,72,k-pop
Kill This Love,BLACKPINK,0.302,0.7659999999999999,189052,0.855,0.00308,2,0.291,-4.086,0,0.174,132.02200000000002,4,0.667,83,k-pop
"PLAYING WITH FIRE - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",BLACKPINK,0.0231,0.619,198533,0.7559999999999999,0.0,4,0.8420000000000001,-6.859,0,0.122,96.97,4,0.593,45,k-pop
PLAYING WITH FIRE - Japanese Version,BLACKPINK,0.021,0.6709999999999999,197667,0.782,0.0,4,0.208,-3.878,0,0.0695,97.068,4,0.643,29,k-pop
REALLY,BLACKPINK,0.0284,0.715,197360,0.8740000000000001,0.0,1,0.28,-2.318,1,0.104,142.016,4,0.951,61,k-pop
"SEE U LATER - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",BLACKPINK,0.0376,0.737,197800,0.871,0.0,9,0.84,-7.936,0,0.125,106.978,4,0.685,47,k-pop
Only one for me,BTOB,0.345,0.674,226561,0.7490000000000001,0.0,0,0.289,-4.174,1,0.0345,98.006,4,0.65,59,k-pop
134340,BTS,0.153,0.664,230063,0.688,9.14e-5,11,0.173,-6.466,0,0.0543,106.022,4,0.65,67,k-pop
Airplane pt.2,BTS,0.0268,0.769,218615,0.8170000000000001,9.95e-5,0,0.084,-4.092,0,0.0339,139.97899999999998,4,0.866,71,k-pop
Anpanman,BTS,0.0237,0.813,232966,0.875,0.0,1,0.288,-2.92,0,0.0918,99.004,4,0.7559999999999999,70,k-pop
Answer : Love Myself,BTS,0.1889999999999999,0.569,251280,0.7929999999999999,0.0,1,0.111,-3.749,1,0.0405,108.048,4,0.45,72,k-pop
Best Of Me,BTS,0.0298,0.6509999999999999,227191,0.7559999999999999,0.0,8,0.396,-4.388,1,0.0762,121.96,4,0.473,70,k-pop
Crystal Snow,BTS,0.1169999999999999,0.618,323360,0.7659999999999999,0.0,3,0.121,-4.507,1,0.0323,113.997,4,0.4479999999999999,64,k-pop
DNA,BTS,0.0223,0.599,223123,0.774,0.0,1,0.0669,-4.013999999999999,0,0.0541,129.819,4,0.696,72,k-pop
DNA - Japanese ver.,BTS,0.00335,0.574,223707,0.7609999999999999,0.0,1,0.0645,-3.579,0,0.0849,129.817,4,0.597,53,k-pop
Dimple,BTS,0.142,0.612,196776,0.8440000000000001,0.0,5,0.287,-4.694,0,0.0756,134.868,4,0.653,70,k-pop
Don't Leave Me,BTS,0.1159999999999999,0.62,227413,0.778,0.0,8,0.312,-4.622,0,0.0724,147.012,4,0.386,70,k-pop
Euphoria,BTS,0.3939999999999999,0.637,228615,0.799,0.0,2,0.0921,-4.519,1,0.0338,104.995,4,0.562,78,k-pop
FAKE LOVE,BTS,0.00267,0.557,242334,0.7190000000000001,0.0,2,0.306,-4.515,0,0.0372,77.501,4,0.344,80,k-pop
FAKE LOVE - Japanese ver. / Remix,BTS,0.032,0.5579999999999999,246453,0.762,0.0,2,0.283,-4.148,0,0.0604,154.875,4,0.37,50,k-pop
Go Go,BTS,0.171,0.856,235780,0.617,0.0,10,0.0857,-5.308,0,0.0841,136.082,4,0.759,70,k-pop
I'm Fine,BTS,0.00852,0.51,240339,0.8420000000000001,0.0,11,0.346,-2.782,0,0.103,87.605,4,0.302,75,k-pop
INTRO : Ringwanderung,BTS,0.552,0.589,86053,0.8240000000000001,0.0275,10,0.133,-6.402,0,0.26,115.3,4,0.207,57,k-pop
Love Maze,BTS,0.0487,0.636,221529,0.8759999999999999,0.0,9,0.0728,-4.652,1,0.0617,149.93200000000002,4,0.759,71,k-pop
MIC Drop (Steve Aoki Remix) [Full Length Edition],BTS,0.0114,0.606,307676,0.848,1.06e-6,11,0.206,-3.952,1,0.184,170.01,4,0.54,74,k-pop
MIC Drop - Japanese ver.,BTS,0.0136,0.664,238227,0.913,0.0,3,0.1,-4.474,0,0.148,169.97400000000002,4,0.622,52,k-pop
Magic Shop,BTS,0.103,0.541,275696,0.6609999999999999,0.0,1,0.0779,-5.837999999999999,1,0.0889,149.92600000000002,4,0.285,69,k-pop
Outro: Tear,BTS,0.327,0.711,284981,0.903,0.0,6,0.0887,-2.7230000000000003,0,0.247,140.015,4,0.467,67,k-pop
Spring Day - Japanese ver.,BTS,0.104,0.5720000000000001,276840,0.825,0.0,8,0.085,-4.383,1,0.037,106.976,4,0.424,53,k-pop
The Truth Untold,BTS,0.372,0.57,242293,0.422,0.0,1,0.127,-7.561,0,0.0422,113.007,4,0.1689999999999999,72,k-pop
Trivia 承 : Love,BTS,0.246,0.7609999999999999,225698,0.7609999999999999,0.0,5,0.103,-5.721,0,0.0897,121.972,4,0.483,70,k-pop
血、汗、涙 - Japanese ver.,BTS,0.0704,0.61,216707,0.892,0.0,0,0.315,-3.52,0,0.108,93.039,4,0.5760000000000001,54,k-pop
(Birth) Baby Theme Whistle,Baby,0.933,0.684,39056,0.152,0.557,1,0.0957,-15.375,1,0.4379999999999999,82.988,5,0.0805,56,k-pop
Alone,Black6ix,0.0291,0.6559999999999999,197640,0.82,0.0,6,0.0852,-3.696,0,0.0481,95.039,4,0.45,24,k-pop
Everythin’,Block B,0.198,0.726,206117,0.809,2.95e-6,0,0.281,-3.526,1,0.0343,99.981,4,0.87,26,k-pop
Crow,BoA,0.115,0.66,223453,0.883,0.0,4,0.331,-3.617,0,0.0647,156.035,4,0.5720000000000001,24,k-pop
FLY - Unchained Ver.,BoA,0.342,0.728,247667,0.539,0.0,4,0.17,-5.535,1,0.0328,87.961,4,0.598,15,k-pop
Lookbook,BoA,0.00709,0.675,201507,0.956,3.69e-5,5,0.225,-1.982,0,0.0495,125.999,4,0.861,24,k-pop
Make Me Complete - Unchained Ver.,BoA,0.0299,0.336,271387,0.72,0.0,2,0.1669999999999999,-4.415,0,0.0568,80.421,4,0.282,18,k-pop
Mannish Chocolat,BoA,0.1009999999999999,0.737,198667,0.911,5.51e-6,8,0.469,-1.746,1,0.0449,124.019,4,0.685,35,k-pop
Where am I now,BoA,0.372,0.7090000000000001,213347,0.912,0.0,4,0.315,-3.079,0,0.0382,105.005,4,0.733,31,k-pop
Woman,BoA,0.0725,0.82,170368,0.575,0.0,5,0.0569,-4.385,0,0.0832,107.024,4,0.7879999999999999,56,k-pop
close to me - Unchained Ver.,BoA,0.8390000000000001,0.4029999999999999,262560,0.251,0.0,8,0.135,-9.498,1,0.0374,75.995,3,0.508,20,k-pop
ありがとうサヨナラ,BoA,0.223,0.8079999999999999,202493,0.8540000000000001,1.23e-6,8,0.141,-3.239,1,0.0422,100.297,4,0.82,38,k-pop
私このままでいいのかな - Unchained Ver.,BoA,0.7879999999999999,0.37,272093,0.321,0.0,10,0.13,-8.772,1,0.0381,75.138,4,0.513,15,k-pop
내가 돌아 NEGA DOLA,BoA,0.21,0.818,176053,0.83,0.0015,9,0.286,-3.178,0,0.122,110.024,4,0.8640000000000001,41,k-pop
Rattled,Boys Republic,0.429,0.55,239520,0.6809999999999999,0.0,0,0.105,-4.636,1,0.0426,83.98200000000001,4,0.288,40,k-pop
We Young,CHANYEOL,0.0861,0.6920000000000001,181162,0.71,0.0,10,0.0478,-5.64,1,0.0616,82.016,4,0.6809999999999999,60,k-pop
In a Long Dream 긴 꿈에서,CHEEZE,0.828,0.396,252204,0.33,0.0,1,0.132,-6.769,1,0.0289,133.738,4,0.264,47,k-pop
Just As A Lie 거짓말처럼,CHEEZE,0.775,0.5579999999999999,257050,0.4429999999999999,0.0,9,0.2189999999999999,-5.9,0,0.0345,119.24,4,0.136,32,k-pop
Bittersweet,Crush,0.573,0.8390000000000001,237412,0.52,0.0,7,0.0724,-4.425,0,0.047,88.97399999999999,4,0.895,47,k-pop
Cereal,Crush,0.552,0.883,218097,0.5670000000000001,0.0,9,0.108,-6.0920000000000005,0,0.0374,115.051,4,0.561,57,k-pop
The World,Crush,0.00186,0.519,85812,0.7879999999999999,6.97e-6,6,0.337,-8.288,0,0.285,125.313,5,0.619,2,k-pop
Full Moon,DREAMCATCHER,0.175,0.3939999999999999,189711,0.948,0.0,7,0.366,-2.115,1,0.207,93.053,4,0.238,53,k-pop
Full Moon - Instrumental,DREAMCATCHER,0.000345,0.444,189711,0.957,0.8059999999999999,4,0.313,-4.738,0,0.0357,95.01,4,0.114,23,k-pop
YOU AND I,DREAMCATCHER,0.0794,0.638,195016,0.826,0.0,11,0.237,-2.67,0,0.0714,96.997,4,0.515,59,k-pop
121U,Day6,0.0221,0.5720000000000001,194386,0.868,0.0,5,0.556,-3.888,1,0.128,114.965,4,0.358,51,k-pop
